"","carat","cut","color","clarity","depth","table","price","x","y","z"
"1863",0.9,"Good","G","SI2",63.7,62,3067,6.01,6.07,3.85
"853",0.8,"Ideal","G","SI1",62.5,57,2870,5.94,5.9,3.7
"3240",0.81,"Ideal","D","SI1",61.9,57,3353,6.01,5.97,3.71
"2003",0.74,"Ideal","F","VVS2",61.5,54,3101,5.84,5.86,3.6
"4828",0.9,"Premium","F","SI2",61.4,62,3704,6.2,6.11,3.78
"1047",0.7,"Ideal","F","VS2",62.3,53,2907,5.69,5.73,3.56
"1226",0.7,"Very Good","F","VVS2",62.6,59,2940,5.6,5.64,3.52
"4060",0.32,"Ideal","G","SI1",62.6,55,571,4.41,4.38,2.75
"941",0.73,"Ideal","E","SI1",61.4,56,2886,5.79,5.81,3.56
"4673",1.01,"Very Good","D","SI2",59.1,63,3671,6.59,6.54,3.88
"417",0.32,"Very Good","F","VS2",61.4,58,556,4.37,4.42,2.7
"2649",0.59,"Very Good","D","VVS1",61.8,57,3234,5.37,5.41,3.33
"4062",0.34,"Very Good","E","SI2",63.1,56,571,4.51,4.46,2.83
"1171",0.7,"Very Good","F","VS2",61.3,54,2928,5.72,5.76,3.52
"296",0.74,"Ideal","H","VS1",61.6,56,2797,5.81,5.82,3.58
"1210",0.71,"Very Good","H","VVS1",62.7,57,2938,5.66,5.72,3.57
"4181",0.83,"Premium","D","SI1",59.7,59,3556,6.14,6.12,3.66
"1654",0.78,"Premium","D","SI1",60.4,57,3019,6.02,5.97,3.62
"3010",1,"Fair","G","SI1",65.8,55,3304,6.22,6.19,4.08
"4657",0.91,"Ideal","I","VS1",62.5,55,3669,6.25,6.2,3.89
"2143",0.94,"Good","D","SI2",57.9,61,3125,6.48,6.43,3.74
"159",0.73,"Premium","G","VS1",61.5,58,2770,5.79,5.75,3.55
"716",1.02,"Ideal","H","SI2",61.6,55,2856,6.49,6.43,3.98
"2728",0.34,"Ideal","E","SI1",62.6,55,565,4.46,4.49,2.8
"3101",0.71,"Ideal","D","VS2",62.1,56,3321,5.71,5.75,3.56
"1915",0.79,"Ideal","F","SI1",62,55,3081,5.93,5.95,3.68
"2128",0.86,"Ideal","I","VS2",62.1,57,3121,6.1,6.07,3.78
"5",0.31,"Good","J","SI2",63.3,58,335,4.34,4.35,2.75
"4846",0.79,"Ideal","I","VS2",60.9,56,3710,5.97,5.99,3.64
"3244",0.71,"Ideal","E","VS1",62.4,57,3354,5.67,5.71,3.55
"310",0.83,"Ideal","G","SI1",61.8,57,2800,6.03,6.07,3.74
"916",0.71,"Premium","F","VS1",62.7,58,2879,5.71,5.67,3.57
"3673",0.9,"Very Good","I","VS2",61.4,58,3445,6.16,6.26,3.81
"2161",0.74,"Ideal","I","VVS2",61.3,57,3130,5.82,5.85,3.57
"931",0.73,"Premium","F","VS2",58.7,57,2882,5.97,5.92,3.49
"2300",0.9,"Good","G","SI2",63.3,59,3162,6.07,6.12,3.86
"119",0.7,"Ideal","E","VS2",60.7,58,2762,5.73,5.76,3.49
"548",0.75,"Premium","E","SI2",61.9,57,2829,5.88,5.82,3.62
"2627",0.72,"Ideal","F","VS2",61.1,56,3226,5.92,5.8,3.55
"4343",1.02,"Very Good","J","SI2",61.1,61,3601,6.44,6.5,3.95
"2322",0.72,"Premium","F","VS1",62.2,57,3167,5.74,5.67,3.55
"4811",1.02,"Premium","H","SI2",59.2,59,3701,6.57,6.54,3.88
"329",0.72,"Premium","F","VS1",62.4,58,2802,5.83,5.7,3.6
"3630",0.71,"Ideal","G","VS1",61.7,56,3431,5.72,5.75,3.53
"4271",0.71,"Ideal","D","VS1",61.5,58,3582,5.75,5.77,3.54
"2705",0.31,"Ideal","G","VS2",62.2,53,562,4.37,4.38,2.72
"3962",1.01,"Premium","H","SI2",62,60,3507,6.39,6.25,3.92
"2111",0.85,"Ideal","G","SI1",60.4,56,3118,6.26,6.17,3.75
"3252",0.77,"Ideal","F","VS1",62.5,57,3357,5.88,5.9,3.68
"2066",0.32,"Premium","H","VS1",62.4,58,561,4.35,4.4,2.73
"2748",0.76,"Ideal","E","VS2",61.5,56,3249,5.89,5.92,3.63
"2320",0.85,"Ideal","E","SI1",61.8,54,3167,6.1,6.14,3.78
"1158",0.7,"Ideal","I","VS1",61.5,56,2924,5.71,5.75,3.52
"1460",0.7,"Ideal","E","VS2",61.7,56,2979,5.74,5.71,3.53
"4331",1.01,"Ideal","J","SI1",60.5,56,3599,6.49,6.53,3.94
"3869",0.96,"Very Good","D","SI2",60.2,63,3480,6.3,6.36,3.81
"4329",1.01,"Premium","F","SI2",61.3,58,3597,6.42,6.33,3.91
"2811",0.72,"Ideal","F","VS1",61.1,56,3265,5.76,5.79,3.53
"3870",1.13,"Premium","H","I1",62.7,59,3480,6.58,6.63,4.14
"1025",0.72,"Premium","D","SI1",61.4,59,2903,5.79,5.71,3.53
"2732",0.9,"Premium","I","VS2",62.8,61,3246,6.12,6.02,3.81
"4969",0.9,"Good","H","SI1",58.9,61,3734,6.27,6.36,3.72
"1285",0.7,"Very Good","E","VS2",62.4,58,2952,5.66,5.68,3.54
"1912",0.71,"Ideal","H","VS2",61.8,55,3080,5.73,5.75,3.55
"3027",0.77,"Ideal","D","SI1",60.8,57,3309,5.9,5.94,3.6
"1952",0.75,"Ideal","E","VS1",61.8,55,3086,5.85,5.87,3.62
"753",0.77,"Premium","F","SI1",61,58,2856,5.94,5.9,3.61
"3927",1.51,"Good","G","I1",64,59,3497,7.29,7.17,4.63
"1374",0.7,"Ideal","I","VVS1",61.8,56,2966,5.69,5.73,3.53
"1124",0.72,"Ideal","I","VS2",61.8,55,2918,5.75,5.79,3.56
"2855",0.8,"Good","E","VS2",63.4,56,3273,5.88,5.92,3.74
"2716",0.33,"Ideal","H","SI1",60.6,56,564,4.46,4.49,2.72
"4644",0.91,"Premium","H","SI1",62.8,58,3669,6.16,6.13,3.86
"2107",0.9,"Good","F","SI2",63.2,59,3116,6.06,6.13,3.85
"4277",0.76,"Ideal","E","SI1",61.3,55,3584,5.87,5.91,3.61
"1799",0.7,"Very Good","F","VS1",62.8,59,3053,5.65,5.69,3.56
"2007",0.9,"Very Good","J","VS1",62.6,55,3102,6.11,6.13,3.83
"3094",0.9,"Good","F","SI2",63.2,58,3318,6.09,6.12,3.86
"2694",0.9,"Good","I","VS2",63.8,55,3246,6.16,6.07,3.9
"4958",0.9,"Premium","G","SI1",62.2,60,3734,6.1,6.16,3.81
"272",0.7,"Very Good","E","VS2",62.9,57,2793,5.66,5.69,3.57
"505",0.7,"Good","E","SI1",61.4,64,2822,5.71,5.66,3.49
"2528",0.7,"Very Good","F","VVS2",60.5,60,3205,5.7,5.73,3.46
"368",0.8,"Very Good","H","VS2",62.8,57,2808,5.87,5.91,3.7
"4373",1.15,"Ideal","H","I1",62,55,3606,6.76,6.69,4.17
"4780",1.23,"Fair","E","I1",67.4,56,3692,6.76,6.56,4.49
"3121",0.7,"Ideal","H","VVS2",61,56,3325,5.75,5.78,3.52
"4323",1.01,"Fair","F","SI2",60.1,66,3597,6.44,6.41,3.86
"2599",0.9,"Good","E","SI2",62,63,3218,6.09,6.14,3.79
"397",0.3,"Premium","H","SI1",60.9,59,554,4.31,4.29,2.62
"2871",1,"Very Good","I","SI2",60.8,63,3276,6.41,6.34,3.88
"940",0.9,"Fair","D","SI2",66.9,57,2885,6.02,5.9,3.99
"2018",0.9,"Ideal","I","SI2",62.8,55,3104,6.19,6.14,3.87
"125",0.7,"Fair","F","VS2",65.3,55,2762,5.63,5.58,3.66
"2967",1.02,"Good","J","SI2",63.1,58,3298,6.34,6.38,4.01
"1243",0.79,"Ideal","G","SI1",61.6,55,2944,5.96,5.98,3.68
"3371",0.3,"Ideal","I","VS2",62.4,55,407,4.32,4.34,2.7
"1314",0.7,"Premium","D","VS1",60.4,58,2956,5.78,5.71,3.47
"3586",0.81,"Ideal","F","SI1",61.5,57,3422,6.01,6.06,3.71
"1413",1.13,"Fair","H","I1",64.8,59,2968,6.52,6.42,4.19
"4824",0.9,"Premium","F","SI2",62.3,57,3704,6.18,6.15,3.84
"1803",0.75,"Ideal","E","SI1",61.3,57,3053,5.84,5.91,3.6
"4996",0.7,"Ideal","F","VVS2",61.9,54.8,3741,5.68,5.72,3.53
"4443",1.03,"Fair","H","SI1",65.1,57,3617,6.43,6.36,4.16
"1882",0.78,"Very Good","G","VS2",61.7,58,3074,5.87,5.92,3.64
"1176",0.7,"Ideal","E","SI1",60.1,57,2929,5.78,5.83,3.49
"2133",0.9,"Very Good","G","SI2",64.2,56,3123,6.04,6.11,3.9
"4131",0.7,"Very Good","G","IF",58.5,60,3543,5.83,5.87,3.42
"1607",0.75,"Ideal","H","SI1",61.9,55,3011,5.82,5.85,3.61
"625",0.92,"Ideal","D","SI2",61.9,56,2840,6.27,6.2,3.86
"2621",0.74,"Very Good","F","VS1",61.7,57,3226,5.79,5.85,3.59
"2740",0.76,"Ideal","D","VS2",63,56,3248,5.83,5.79,3.66
"3994",0.71,"Ideal","F","VS2",61.8,55,3516,5.74,5.76,3.55
"1958",0.74,"Ideal","D","VS2",61.9,56,3087,5.84,5.79,3.6
"1107",0.91,"Premium","I","SI2",62,59,2913,6.18,6.23,3.85
"1671",0.65,"Very Good","D","VVS2",57.7,60,3025,5.69,5.74,3.3
"1406",0.32,"Ideal","G","VS2",61.6,54,560,4.4,4.43,2.72
"911",0.71,"Ideal","I","VS2",61.5,55,2878,5.76,5.78,3.55
"4898",0.9,"Premium","I","VS1",61,55,3720,6.29,6.27,3.83
"3492",0.81,"Ideal","G","VS2",60.8,60,3398,5.98,6,3.64
"1064",0.31,"Ideal","E","SI2",61.7,56,558,4.4,4.35,2.7
"4315",0.73,"Ideal","G","VS2",61.6,56,3595,5.8,5.83,3.58
"1959",1.01,"Good","J","SI2",63.7,60,3088,6.4,6.29,4.05
"2182",0.71,"Ideal","D","VS1",62.2,55,3136,5.74,5.71,3.56
"91",0.7,"Ideal","E","SI1",62.5,57,2757,5.7,5.72,3.57
"4243",0.82,"Ideal","E","SI1",62.1,55,3577,5.98,6,3.72
"480",0.73,"Premium","E","VS2",61.6,59,2821,5.77,5.73,3.54
"3650",0.91,"Very Good","E","SI2",58.5,60,3438,6.31,6.34,3.7
"336",0.71,"Premium","F","VS2",58,62,2803,5.85,5.81,3.38
"1734",0.32,"Premium","G","VS2",61.7,60,561,4.32,4.4,2.69
"717",0.6,"Ideal","F","VVS2",60.8,57,2856,5.44,5.49,3.32
"2968",0.91,"Very Good","D","SI2",62.7,59,3298,6.16,6.22,3.88
"889",0.7,"Premium","F","VS1",59,59,2874,5.79,5.77,3.41
"1780",0.72,"Premium","D","SI1",60.5,57,3048,5.89,5.85,3.55
"2362",0.7,"Premium","E","VS1",62.9,61,3175,5.65,5.57,3.53
"578",0.51,"Very Good","D","VVS1",59.9,58,2834,5.16,5.19,3.1
"3045",0.27,"Very Good","G","VVS1",60.1,58,566,4.21,4.23,2.53
"1588",0.71,"Very Good","E","VS1",63.7,58,3009,5.63,5.68,3.6
"849",0.72,"Ideal","H","VVS2",60.9,57,2869,5.79,5.77,3.52
"1087",0.9,"Ideal","I","SI2",61.9,57,2909,6.19,6.13,3.81
"580",0.78,"Ideal","I","VS2",61.8,55,2834,5.92,5.95,3.67
"3748",0.3,"Ideal","F","VS1",62.6,57,570,4.29,4.34,2.7
"541",0.7,"Ideal","H","VVS1",62.3,55,2827,5.66,5.7,3.54
"4134",1.06,"Ideal","F","I1",62.1,55,3544,6.54,6.57,4.07
"4051",0.24,"Very Good","E","SI1",59.9,58,571,4.06,4.1,2.44
"4640",0.73,"Ideal","G","VVS1",61.9,57,3669,5.76,5.8,3.58
"1472",0.71,"Very Good","G","VS1",60.8,63,2982,5.76,5.68,3.48
"2226",0.7,"Ideal","G","SI1",61.6,55,3145,5.71,5.76,3.53
"2487",0.71,"Ideal","G","VS1",62.3,54,3195,5.68,5.72,3.55
"2986",0.7,"Ideal","G","VS1",60.8,56,3300,5.73,5.8,3.51
"1356",0.7,"Fair","E","VS1",64.5,57,2964,5.59,5.55,3.59
"4483",0.61,"Ideal","D","VVS1",62.3,54,3625,5.4,5.45,3.38
"69",0.31,"Premium","G","SI1",61.8,58,553,4.35,4.32,2.68
"3767",0.9,"Premium","F","SI2",61.6,58,3457,6.23,6.15,3.81
"4387",0.31,"Good","D","SI1",63.5,56,571,4.29,4.31,2.73
"4831",0.85,"Very Good","F","VS2",62.2,56,3705,6.01,6.08,3.76
"3193",0.78,"Ideal","G","VS2",61.1,56,3343,5.89,5.96,3.62
"275",0.73,"Ideal","H","VS2",62.7,55,2793,5.72,5.76,3.6
"3194",0.77,"Premium","F","VS1",62.1,60,3343,5.82,5.77,3.6
"681",0.7,"Ideal","F","VS2",60.8,59,2850,5.69,5.79,3.49
"778",0.75,"Fair","F","VS1",55.8,70,2859,6.09,5.98,3.37
"3142",0.7,"Ideal","E","SI1",61.1,56,3330,5.75,5.78,3.52
"220",0.53,"Very Good","D","VVS2",57.5,64,2782,5.34,5.37,3.08
"3636",0.71,"Ideal","G","VS1",61.8,55,3431,5.71,5.76,3.55
"3585",0.81,"Ideal","I","VS1",61.8,56,3422,5.97,6,3.7
"2448",0.9,"Very Good","J","VS1",62.5,56,3188,6.11,6.21,3.85
"4906",0.92,"Good","I","VS1",60.9,63,3723,6.27,6.34,3.84
"1361",0.9,"Premium","J","VS1",62.1,62,2964,6.12,6.05,3.78
"1664",0.72,"Premium","E","VS2",60.4,61,3024,5.79,5.76,3.49
"4232",1.16,"Premium","H","SI2",62.1,58,3573,6.72,6.65,4.15
"4462",0.93,"Premium","F","SI2",59.5,60,3620,6.39,6.36,3.79
"1680",0.7,"Very Good","F","VVS2",58.5,60,3028,5.82,5.94,3.44
"192",0.7,"Ideal","E","VS2",62.1,55,2777,5.7,5.67,3.53
"4614",0.9,"Ideal","E","SI2",62,55,3662,6.15,6.23,3.84
"840",0.96,"Fair","F","SI2",68.2,61,2867,6.07,5.88,4.1
"4069",0.31,"Ideal","D","SI1",62.7,56,571,4.32,4.36,2.72
"223",0.7,"Premium","E","VS1",62.9,60,2782,5.62,5.54,3.51
"1789",0.82,"Good","E","SI2",61.8,56,3050,5.95,5.99,3.69
"878",0.76,"Ideal","E","SI2",62.8,56,2873,5.78,5.82,3.64
"4912",0.9,"Good","F","SI1",63.1,57,3724,6.12,6.15,3.87
"1968",0.73,"Ideal","G","SI1",61.7,57,3089,5.78,5.81,3.57
"3407",0.33,"Good","D","SI1",63.1,55,567,4.42,4.46,2.8
"3744",0.3,"Ideal","F","VS1",61,56,570,4.35,4.37,2.66
"3404",0.4,"Good","J","VS1",64,56,567,4.66,4.69,2.99
"2594",0.64,"Ideal","F","VVS2",60.9,56,3217,5.57,5.59,3.4
"3310",0.84,"Good","G","VS2",63.6,59,3370,5.89,5.94,3.76
"2203",0.72,"Good","E","VS2",60.8,62,3140,5.73,5.78,3.5
"3639",0.91,"Very Good","G","SI2",60.4,61,3435,6.21,6.28,3.77
"4055",0.35,"Ideal","I","VS1",61.7,54,571,4.54,4.57,2.81
"2618",0.9,"Very Good","J","SI1",63.6,57,3225,6.07,6.1,3.87
"2113",1.16,"Fair","H","SI2",68.2,55,3118,6.47,6.37,4.38
"4135",1.06,"Ideal","F","I1",61.8,55,3544,6.55,6.58,4.06
"2769",0.77,"Ideal","D","SI1",60.8,57,3251,5.94,5.9,3.6
"4162",0.72,"Ideal","D","SI1",60.5,56,3550,5.79,5.84,3.52
"4721",0.37,"Ideal","F","SI2",60.9,56,572,4.65,4.68,2.84
"2078",0.75,"Premium","E","VS2",59.9,61,3108,5.97,5.91,3.56
"1488",1.03,"Very Good","G","I1",63.2,58,2988,6.44,6.34,4.04
"3929",0.9,"Ideal","J","VS1",62.4,56,3498,6.15,6.18,3.85
"1655",0.71,"Ideal","D","VS2",60.4,53,3020,5.81,5.85,3.52
"356",0.73,"Ideal","E","SI2",61.8,58,2805,5.77,5.81,3.58
"3606",1,"Fair","J","SI1",64.9,58,3427,6.29,6.23,4.06
"3517",0.71,"Ideal","F","VS1",61.1,56,3404,5.75,5.78,3.52
"3306",0.8,"Ideal","F","VS2",62.7,54,3369,5.95,5.91,3.72
"1555",1.01,"Fair","D","SI2",64.6,56,3003,6.31,6.24,4.05
"3105",0.83,"Very Good","F","SI1",61.9,58,3322,5.97,6.01,3.71
"4877",0.9,"Premium","F","SI1",61.3,58,3714,6.13,6.08,3.74
"2848",0.79,"Ideal","D","SI1",61.3,54,3270,6.01,5.96,3.67
"4987",1,"Good","H","SI2",63.2,60,3740,6.27,6.3,3.97
"1380",0.79,"Ideal","H","VS2",62,56,2967,5.91,5.93,3.67
"3607",1,"Very Good","G","SI2",58.2,63,3427,6.53,6.49,3.79
"2301",0.9,"Very Good","H","SI2",63,55,3162,6.1,6.16,3.86
"3071",0.7,"Good","D","VVS2",63.6,57,3312,5.61,5.58,3.56
"2339",0.74,"Ideal","F","VS1",62.3,57,3170,5.79,5.77,3.6
"1839",0.7,"Premium","F","VVS2",58.7,60,3062,5.8,5.75,3.39
"4407",0.31,"Good","D","SI1",63.9,54,571,4.27,4.3,2.74
"2181",1,"Premium","E","I1",62.3,58,3136,6.38,6.33,3.96
"150",0.7,"Ideal","E","SI1",60.9,57,2768,5.73,5.76,3.5
"1773",0.82,"Very Good","F","SI1",63.9,56.9,3048,5.85,5.92,3.76
"2630",0.65,"Ideal","D","VVS2",61.4,60,3228,5.54,5.57,3.41
"2681",0.77,"Very Good","D","SI1",59.9,59,3241,5.9,5.95,3.55
"3904",0.73,"Very Good","E","VS1",61.5,57,3492,5.78,5.83,3.57
"3830",0.7,"Ideal","E","VS1",62.1,56,3472,5.7,5.66,3.53
"1779",0.9,"Ideal","J","VS1",62.6,55,3048,6.13,6.11,3.83
"4571",0.76,"Ideal","H","VVS1",61.9,54,3648,5.87,5.9,3.64
"2126",0.9,"Very Good","I","SI1",63.5,59,3121,6.1,6.05,3.86
"2612",0.71,"Very Good","D","VS2",63.1,58,3222,5.67,5.7,3.59
"2532",0.71,"Fair","F","IF",58.7,62,3205,5.87,5.81,3.43
"414",0.29,"Ideal","F","VS1",61.6,56,555,4.26,4.31,2.64
"3713",0.93,"Very Good","H","SI2",61.9,57,3452,6.25,6.31,3.89
"2830",0.9,"Good","F","SI2",61.9,62,3267,6.07,6.12,3.77
"822",0.83,"Very Good","I","VS2",61.6,58,2865,6.05,6.07,3.73
"2569",0.9,"Very Good","I","SI1",63.1,54,3211,6.13,6.16,3.88
"2969",0.78,"Good","D","VS2",64,54,3298,5.82,5.86,3.74
"421",0.7,"Very Good","F","VS2",62.3,58,2812,5.64,5.72,3.54
"4378",0.91,"Premium","F","SI2",61.7,58,3609,6.22,6.29,3.86
"2647",0.7,"Very Good","D","VS1",62.9,60,3231,5.57,5.62,3.52
"2869",0.7,"Very Good","G","VVS1",62.8,56,3276,5.63,5.67,3.55
"672",0.84,"Very Good","H","SI1",61.2,57,2847,6.1,6.12,3.74
"92",0.86,"Fair","E","SI2",55.1,69,2757,6.45,6.33,3.52
"3054",0.27,"Ideal","G","IF",61.6,57,566,4.18,4.21,2.58
"3249",0.8,"Premium","E","SI1",61.5,58,3356,5.93,5.97,3.66
"487",0.73,"Very Good","E","SI1",63.2,58,2821,5.76,5.7,3.62
"1688",0.71,"Very Good","D","VS2",63,57,3033,5.67,5.7,3.58
"1635",0.76,"Ideal","H","VS2",61.9,55,3016,5.85,5.88,3.64
"2472",0.81,"Ideal","G","SI1",62.2,57,3192,5.97,6.02,3.73
"232",0.79,"Very Good","H","VS1",63.7,56,2784,5.85,5.92,3.75
"2587",1.1,"Ideal","I","SI2",61.7,56,3216,6.65,6.6,4.09
"1397",0.24,"Ideal","G","IF",61.8,55,559,3.99,4.02,2.47
"1628",0.91,"Very Good","E","SI2",58.6,63,3015,6.32,6.38,3.72
"2557",0.9,"Very Good","I","VS2",62.5,57,3209,6.12,6.2,3.85
"1657",0.65,"Ideal","E","VVS2",62.1,57,3023,5.55,5.6,3.46
"3850",0.8,"Good","F","VS1",59,60.9,3477,6.03,6.04,3.56
"2980",1.05,"Ideal","G","SI2",59.6,57,3299,6.58,6.53,3.91
"3807",0.9,"Good","F","SI2",65.9,60,3465,5.98,6.01,3.95
"3555",0.74,"Good","E","VS1",63.4,55,3416,5.76,5.78,3.66
"395",0.32,"Very Good","I","SI1",63.1,56,554,4.39,4.36,2.76
"2952",0.74,"Premium","D","VS2",58,59,3294,6,5.93,3.46
"4816",0.71,"Good","F","VS1",61.8,57,3701,5.73,5.76,3.55
"3486",0.9,"Very Good","G","SI2",62.3,58,3398,6.15,6.2,3.85
"170",0.71,"Good","E","VS2",59.2,61,2772,5.8,5.88,3.46
"2625",0.9,"Good","G","SI1",57.7,62,3226,6.29,6.23,3.61
"3864",0.86,"Ideal","E","SI2",60,56,3478,6.22,6.24,3.74
"4998",0.9,"Good","I","VVS1",63.9,63,3741,6.04,6.07,3.87
"4886",1.01,"Good","I","VS2",57.1,63,3717,6.6,6.56,3.76
"48",0.32,"Good","H","SI2",63.8,56,403,4.36,4.38,2.79
"41",0.33,"Ideal","I","SI2",61.2,56,403,4.49,4.5,2.75
"3496",0.7,"Ideal","F","VS1",61.6,55,3399,5.68,5.71,3.51
"2686",0.81,"Very Good","E","SI1",61.9,58,3243,5.92,5.97,3.68
"4605",0.73,"Ideal","E","VS1",60.9,55.8,3660,5.8,5.85,3.55
"2847",0.73,"Ideal","E","VS2",62.2,56,3270,5.78,5.76,3.59
"4725",0.33,"Ideal","I","SI1",61.5,57,572,4.49,4.46,2.75
"4542",1,"Good","I","SI1",57.6,61,3640,6.56,6.52,3.77
"2263",0.92,"Good","E","SI2",62,64,3153,6.2,6.16,3.83
"1532",0.74,"Premium","E","VS1",62.7,58,2999,5.83,5.74,3.63
"4705",0.9,"Very Good","F","SI1",63.6,58,3679,6.1,6.13,3.89
"4615",0.7,"Ideal","F","VS1",61.2,56,3662,5.73,5.76,3.52
"1597",1,"Very Good","G","I1",62.5,62,3011,6.42,6.35,3.99
"3841",0.9,"Premium","D","SI2",63,58,3473,6.16,6.12,3.87
"4840",0.9,"Very Good","I","VS2",59.9,58,3709,6.17,6.22,3.71
"4643",1.04,"Premium","J","SI2",62,59,3669,6.49,6.47,4.02
"2043",0.32,"Ideal","H","VS1",61.3,55,561,4.41,4.43,2.71
"4860",1.16,"Premium","D","I1",61.8,59,3711,6.78,6.74,4.18
"1489",0.76,"Ideal","I","IF",61.6,55,2988,5.92,5.89,3.64
"2084",1.01,"Good","H","SI2",64.1,56,3111,6.37,6.3,4.06
"1578",0.71,"Ideal","G","SI1",61.6,55,3007,5.72,5.78,3.54
"3338",0.92,"Premium","G","SI2",62.3,59,3377,6.15,6.2,3.85
"2946",1.05,"Premium","E","I1",62.2,61,3293,6.51,6.48,4.04
"4727",0.33,"Premium","I","SI1",61.3,59,572,4.51,4.46,2.75
"3801",1,"Ideal","J","SI2",62.1,56,3465,6.34,6.41,3.96
"1464",0.64,"Good","F","IF",58.6,61,2980,5.69,5.71,3.34
"73",0.3,"Premium","H","SI1",62.9,59,554,4.28,4.24,2.68
"1326",0.71,"Very Good","H","VVS2",61.8,56,2960,5.7,5.73,3.53
"1471",0.71,"Ideal","E","VS2",59.5,57,2982,5.86,5.83,3.48
"667",0.7,"Ideal","E","SI1",61.6,57,2846,5.71,5.76,3.53
"2455",0.73,"Ideal","D","SI1",61.8,56,3189,5.8,5.76,3.57
"3510",0.75,"Ideal","E","VS1",62,55,3402,5.88,5.83,3.66
"2544",0.58,"Ideal","D","VVS1",60.6,57,3206,5.38,5.41,3.27
"1505",0.75,"Ideal","E","SI1",61.1,57,2993,5.83,5.86,3.57
"2542",0.75,"Ideal","E","VS2",61.7,56,3206,5.84,5.86,3.61
"49",0.25,"Very Good","E","VS2",63.3,60,404,4,4.03,2.54
"4897",0.8,"Very Good","F","VS1",62.3,57,3720,5.92,5.95,3.7
"4392",0.31,"Very Good","I","VVS1",62.8,55,571,4.33,4.36,2.73
"2236",0.71,"Ideal","H","IF",61.2,56,3146,5.74,5.79,3.53
"763",0.7,"Premium","E","VS2",61.4,59,2858,5.73,5.7,3.51
"2893",0.91,"Very Good","G","SI2",63.2,61,3282,6.27,6.01,3.88
"2411",0.81,"Good","D","SI1",63.9,58,3179,5.9,5.85,3.75
"3119",0.79,"Ideal","H","VVS2",62,55.9,3324,5.88,5.95,3.67
"1437",0.57,"Ideal","F","IF",61.8,54,2974,5.33,5.35,3.3
"1425",0.81,"Very Good","E","SI1",63.8,58,2972,5.85,5.97,3.77
"867",0.7,"Very Good","G","SI2",59,62,2872,5.79,5.81,3.42
"1295",0.7,"Good","E","VS1",61,61,2952,5.69,5.72,3.48
"3819",0.9,"Premium","I","SI1",62.1,59,3468,6.2,6.17,3.84
"3976",0.9,"Very Good","E","SI1",62.9,57,3510,6.11,6.17,3.86
"4499",0.9,"Premium","H","SI1",60,56,3629,6.33,6.27,3.78
"165",0.79,"Ideal","F","SI2",61.9,55,2771,5.97,5.92,3.68
"2676",0.7,"Premium","D","VS1",60.6,58,3239,5.73,5.75,3.48
"4800",0.92,"Ideal","G","SI2",63,57,3697,6.16,6.13,3.87
"3711",0.7,"Ideal","G","VS2",61.6,56,3451,5.7,5.73,3.52
"2338",0.74,"Ideal","F","VS1",61.7,56,3170,5.83,5.78,3.58
"959",0.8,"Good","F","SI1",63.8,59,2890,5.87,5.83,3.73
"183",0.72,"Ideal","G","SI1",61.8,56,2776,5.72,5.75,3.55
"3482",0.81,"Ideal","G","VS2",61.5,55,3397,6,6.06,3.71
"3892",0.77,"Very Good","E","VS1",59.4,61,3488,5.98,5.94,3.54
"3369",0.27,"Very Good","E","SI1",61.2,57,407,4.2,4.23,2.58
"4753",1.02,"Premium","F","SI2",62.5,58,3686,6.4,6.47,4.02
"3936",0.9,"Very Good","H","SI1",63.3,58,3500,6.04,6.13,3.85
"4836",0.72,"Ideal","H","VVS1",61.8,56,3708,5.75,5.78,3.56
"1364",1.05,"Premium","E","I1",61.4,58,2964,6.53,6.46,3.99
"1346",0.63,"Ideal","D","VVS2",62.6,56,2962,5.47,5.49,3.43
"1098",1,"Fair","I","SI1",66,56,2912,6.31,6.24,4.13
"2351",0.7,"Ideal","E","VS2",62.2,55,3172,5.64,5.67,3.52
"980",0.76,"Ideal","F","SI1",61.4,56,2894,5.88,5.92,3.62
"1343",0.71,"Premium","F","VS1",62.1,53,2961,5.77,5.7,3.56
"3408",0.33,"Ideal","D","SI1",62,56,567,4.44,4.47,2.76
"2725",0.26,"Good","F","VVS1",63.3,57,564,4.05,4.07,2.57
"4963",0.9,"Very Good","G","SI1",62,61,3734,6.07,6.13,3.78
"2810",0.88,"Ideal","I","SI1",62.4,55,3264,6.12,6.16,3.83
"760",0.81,"Very Good","F","SI1",61.3,57,2858,6.02,6.05,3.7
"4041",1.24,"Premium","E","I1",61.1,62,3528,6.91,6.86,4.21
"574",0.85,"Ideal","H","SI2",62.5,57,2833,6.02,6.07,3.78
"411",0.34,"Ideal","I","VS1",61.8,55,555,4.48,4.52,2.78
"3082",0.57,"Ideal","F","VVS1",61.3,56,3313,5.37,5.4,3.3
"322",0.71,"Good","F","VS2",63.8,58,2801,5.64,5.61,3.59
"4737",0.3,"Ideal","F","VS2",61.1,56,573,4.36,4.38,2.67
"949",0.9,"Good","H","SI2",63.5,58,2889,6.09,6.14,3.88
"94",0.71,"Very Good","E","VS2",62.4,57,2759,5.68,5.73,3.56
"2700",0.9,"Fair","I","VS2",65.4,60,3246,6.03,5.96,3.93
"1230",0.75,"Ideal","E","VS2",61.6,57,2940,5.84,5.81,3.59
"4330",1.01,"Premium","F","SI2",62.2,58,3597,6.4,6.37,3.97
